OrderID,OrderDate,CustomerID,CustomerSegment,Region,ProductCategory,Product,Quantity,UnitPrice,DiscountPct,Sales,Profit,ShippingCost,PaymentMode
ORD1209,2024-03-21,CUST258,Home Office,North,Furniture,Bookshelf,4,24065.12,0.2,77008.38,23987.11,128.53,Debit Card
ORD1210,2025-11-29,CUST251,Consumer,Central,Clothing,Jeans,5,2413.07,0.1,10858.82,2657.03,426.43,UPI
ORD1211,2024-04-22,CUST207,Home Office,East,Stationery,Backpack,5,651.12,0.2,2604.48,322.37,168.11,UPI
ORD1212,2024-01-02,CUST287,Consumer,East,Groceries,Beverage Crate,7,133.03,0.05,884.65,194.34,496.11,UPI
ORD1213,2025-10-03,CUST197,Consumer,East,Groceries,Cooking Oil,7,679.23,0.05,4516.88,1479.54,38.54,UPI
ORD1214,2024-08-07,CUST230,Consumer,North,Clothing,Jeans,2,1257.59,0.15,2137.9,218.5,81.57,UPI
ORD1215,2025-07-19,CUST392,Corporate,East,Groceries,Cooking Oil,7,1147.35,0.0,8031.45,3206.16,127.83,Credit Card
ORD1216,2024-08-12,CUST270,Corporate,South,Stationery,Backpack,2,289.52,0.05,550.09,87.09,409.33,Net Banking
ORD1217,2025-01-19,CUST282,Corporate,Central,Groceries,Cooking Oil,6,387.31,0.15,1975.28,298.49,441.69,Credit Card
ORD1218,2025-02-06,CUST138,Consumer,North,Stationery,Notebook Pack,7,267.95,0.15,1594.3,234.14,54.3,UPI
ORD1219,2025-09-29,CUST114,Consumer,East,Furniture,Sofa,4,4451.97,0.25,13355.91,2440.88,35.58,UPI
ORD1220,2024-05-09,CUST103,Consumer,East,Stationery,Notebook Pack,2,407.66,0.1,733.79,267.24,377.39,UPI
ORD1221,2024-02-22,CUST309,Consumer,North,Electronics,Laptop,4,53383.48,0.0,213533.92,66319.91,84.01,Cash on Delivery
ORD1222,2025-11-14,CUST260,Home Office,South,Electronics,Smartwatch,1,46945.85,0.0,46945.85,12455.5,83.84,Net Banking
ORD1223,2025-12-30,CUST115,Consumer,West,Electronics,Laptop,2,44644.57,0.05,84824.68,33169.67,30.74,Net Banking
ORD1224,2025-11-02,CUST207,Corporate,West,Clothing,Jeans,1,2851.48,0.05,2708.91,327.47,43.91,UPI
ORD1225,2025-12-10,CUST326,Corporate,South,Clothing,Jeans,3,1162.14,0.0,3486.42,543.45,146.56,Credit Card
ORD1226,2025-02-19,CUST269,Consumer,West,Clothing,Cap,4,3139.81,0.0,12559.24,3596.5,51.2,UPI
ORD1227,2024-09-03,CUST133,Corporate,Central,Stationery,Pen Set,3,207.9,0.1,561.33,40.53,197.06,Debit Card
ORD1228,2025-03-14,CUST350,Consumer,Central,Clothing,Jacket,2,1376.31,0.15,2339.73,677.61,419.73,Debit Card
ORD1229,2024-07-21,CUST346,Consumer,North,Furniture,Bookshelf,1,15288.58,0.25,11466.44,2941.13,176.63,Net Banking
ORD1230,2024-07-02,CUST368,Consumer,West,Electronics,Smartwatch,2,7968.5,0.15,13546.45,4592.68,369.36,Credit Card
ORD1231,2024-05-02,CUST240,Corporate,South,Stationery,Pen Set,3,889.65,0.15,2268.61,330.28,65.08,Credit Card
ORD1232,2025-02-04,CUST373,Consumer,Central,Electronics,Tablet,2,24460.27,0.1,44028.49,16217.53,336.5,UPI
ORD1233,2024-10-20,CUST195,Consumer,East,Clothing,Jeans,6,2810.1,0.25,12645.45,-1476.38,172.04,Cash on Delivery
ORD1234,2024-10-06,CUST326,Consumer,North,Stationery,Printer Paper,5,616.83,0.1,2775.74,948.13,379.88,Net Banking
ORD1235,2025-09-01,CUST138,Consumer,West,Groceries,Snack Pack,3,353.22,0.15,900.71,221.03,85.4,Cash on Delivery
ORD1236,2024-07-16,CUST128,Corporate,South,Furniture,Bookshelf,2,18766.9,0.2,30027.04,121.78,450.98,UPI
ORD1237,2025-05-25,CUST344,Corporate,Central,Clothing,Jacket,1,1106.86,0.2,885.49,204.08,136.44,Credit Card
ORD1238,2024-05-23,CUST335,Consumer,Central,Clothing,Jacket,2,1870.59,0.05,3554.12,1223.77,189.51,Credit Card
ORD1239,2025-08-31,CUST284,Consumer,West,Furniture,Table Lamp,1,3275.03,0.0,3275.03,842.69,476.09,Credit Card
ORD1240,2024-07-19,CUST371,Corporate,North,Furniture,Sofa,5,16019.87,0.0,80099.35,29410.41,297.67,UPI
ORD1241,2024-05-03,CUST335,Consumer,West,Groceries,Spices Combo,2,1032.2,0.0,2064.4,794.31,195.57,Credit Card
ORD1242,2024-07-05,CUST338,Corporate,North,Clothing,T-Shirt,7,1511.76,0.0,10582.32,3955.11,475.81,Net Banking
ORD1243,2024-11-21,CUST365,Consumer,North,Clothing,Cap,7,3354.15,0.0,23479.05,7109.59,177.96,Net Banking
ORD1244,2025-04-08,CUST164,Consumer,West,Electronics,Smartphone,5,52701.8,0.0,263509.0,42206.25,65.54,UPI
ORD1245,2024-12-14,CUST276,Consumer,North,Stationery,Backpack,3,864.13,0.05,2462.77,389.71,498.49,Credit Card
ORD1246,2025-10-21,CUST102,Consumer,South,Stationery,Pen Set,1,870.7,0.1,783.63,230.4,148.57,Credit Card
ORD1247,2025-02-06,CUST241,Corporate,Central,Electronics,Headphones,7,16639.3,0.0,116475.1,39716.62,428.6,Net Banking
ORD1248,2024-12-11,CUST257,Consumer,South,Stationery,Backpack,6,805.34,0.1,4348.84,1017.86,99.46,UPI
ORD1249,2025-05-25,CUST245,Corporate,South,Furniture,Desk,3,6157.85,0.1,16626.2,1040.46,371.05,UPI
ORD1250,2024-05-26,CUST392,Home Office,Central,Stationery,Marker Set,1,215.6,0.1,194.04,64.31,271.74,Cash on Delivery
ORD1251,2024-05-27,CUST252,Consumer,North,Stationery,Pen Set,5,1199.39,0.2,4797.56,856.1,490.84,UPI
ORD1252,2025-12-11,CUST292,Corporate,West,Electronics,Headphones,7,38097.8,0.0,266684.6,61650.06,285.36,UPI
ORD1253,2025-05-03,CUST172,Consumer,Central,Groceries,Snack Pack,4,703.38,0.0,2813.52,452.46,32.01,Net Banking
ORD1254,2025-10-01,CUST239,Consumer,Central,Stationery,Marker Set,2,381.39,0.05,724.64,269.49,309.86,Cash on Delivery
ORD1255,2025-07-04,CUST286,Corporate,West,Stationery,Printer Paper,5,744.51,0.0,3722.55,1421.22,89.75,Net Banking
ORD1256,2024-12-03,CUST392,Consumer,South,Groceries,Spices Combo,1,169.43,0.1,152.49,47.83,403.3,UPI
ORD1257,2025-10-02,CUST160,Corporate,South,Electronics,Smartwatch,1,7491.5,0.05,7116.92,2949.55,431.15,UPI
ORD1258,2025-04-17,CUST297,Consumer,West,Groceries,Snack Pack,1,146.0,0.0,146.0,39.24,251.4,Net Banking
ORD1259,2024-05-30,CUST394,Corporate,Central,Electronics,Laptop,1,30951.85,0.0,30951.85,7700.48,395.95,UPI
ORD1260,2025-02-18,CUST110,Home Office,East,Furniture,Desk,2,15614.26,0.0,31228.52,8408.04,89.65,Net Banking
ORD1261,2024-10-24,CUST161,Home Office,South,Electronics,Smartwatch,3,5623.83,0.1,15184.34,5544.02,256.2,Cash on Delivery
ORD1262,2025-09-02,CUST325,Corporate,North,Furniture,Office Chair,6,18448.77,0.1,99623.36,36443.44,209.09,Cash on Delivery
ORD1263,2024-09-19,CUST252,Corporate,North,Furniture,Table Lamp,4,6914.28,0.0,27657.12,10700.1,313.43,Credit Card
ORD1264,2024-05-23,CUST298,Corporate,West,Electronics,Laptop,2,41741.68,0.0,83483.36,30297.08,41.35,Credit Card
ORD1265,2024-12-11,CUST151,Corporate,South,Clothing,Sneakers,1,3442.07,0.0,3442.07,736.73,381.02,Credit Card
ORD1266,2025-09-15,CUST359,Consumer,Central,Electronics,Headphones,2,42084.14,0.0,84168.28,33851.04,57.98,Net Banking
ORD1267,2025-07-25,CUST158,Consumer,West,Stationery,Marker Set,5,1065.67,0.2,4262.68,1261.61,335.11,UPI
ORD1268,2024-01-02,CUST171,Consumer,North,Stationery,Backpack,6,1140.43,0.0,6842.58,2270.39,28.86,Credit Card
ORD1269,2024-10-30,CUST247,Home Office,East,Clothing,Cap,1,1857.6,0.1,1671.84,418.11,419.31,Credit Card
ORD1270,2024-09-10,CUST162,Consumer,South,Furniture,Desk,4,18004.64,0.2,57614.85,8262.53,103.86,UPI
ORD1271,2025-10-13,CUST342,Consumer,East,Clothing,T-Shirt,1,3026.3,0.0,3026.3,611.1,267.44,Credit Card
ORD1272,2025-03-28,CUST206,Consumer,West,Stationery,Backpack,6,460.1,0.05,2622.57,1023.07,145.52,Credit Card
ORD1273,2024-02-06,CUST325,Corporate,West,Clothing,T-Shirt,4,1136.47,0.25,3409.41,-50.83,366.87,Net Banking
ORD1274,2024-06-08,CUST317,Corporate,Central,Electronics,Laptop,6,56902.72,0.15,290203.87,67810.85,174.25,Credit Card
ORD1275,2024-01-09,CUST340,Consumer,South,Clothing,T-Shirt,4,2624.17,0.05,9971.85,3222.55,367.81,Credit Card
ORD1276,2024-08-20,CUST358,Consumer,North,Furniture,Office Chair,3,6662.53,0.15,16989.45,404.49,156.74,Cash on Delivery
ORD1277,2024-04-08,CUST361,Corporate,West,Electronics,Smartphone,7,28046.84,0.15,166878.7,44263.98,381.19,Cash on Delivery
ORD1278,2025-10-20,CUST104,Consumer,North,Groceries,Rice 5kg,3,1215.03,0.0,3645.09,937.66,34.69,UPI
ORD1279,2024-07-26,CUST360,Consumer,South,Stationery,Marker Set,2,679.12,0.2,1086.59,227.45,155.99,Credit Card
ORD1280,2024-05-10,CUST153,Corporate,North,Stationery,Backpack,2,797.44,,1515.14,395.31,259.34,Net Banking
ORD1281,2025-02-07,CUST146,Corporate,West,Clothing,Jeans,4,2712.06,0.05,10305.83,1780.33,41.63,UPI
ORD1282,2024-05-31,CUST314,Consumer,North,Electronics,Smartwatch,1,38076.53,0.25,28557.4,-2456.57,109.3,Credit Card
ORD1283,2024-02-23,CUST276,Corporate,West,Groceries,Beverage Crate,7,856.11,0.15,5093.85,289.99,468.58,Credit Card
ORD1284,2024-04-29,CUST108,Corporate,Central,Electronics,Laptop,5,45477.63,0.05,216018.74,51240.96,488.88,Credit Card
ORD1285,2025-11-03,CUST198,Consumer,North,Stationery,Printer Paper,5,886.7,0.0,4433.5,1664.14,375.08,UPI
ORD1286,2025-09-19,CUST119,Home Office,North,Electronics,Smartphone,1,38532.6,0.1,34679.34,5842.7,141.06,Cash on Delivery
ORD1287,2025-08-09,CUST340,Corporate,South,Groceries,Snack Pack,1,603.71,0.1,543.34,82.73,145.05,Net Banking
ORD1288,2025-09-16,CUST160,Corporate,Central,Clothing,Jacket,3,1598.6,0.1,4316.22,1663.15,329.98,UPI
ORD1289,2025-02-23,CUST277,Corporate,North,Furniture,Desk,5,24305.31,0.25,91144.91,8292.59,76.45,UPI
ORD1290,2025-02-25,CUST161,Consumer,South,Electronics,Smartwatch,4,8518.38,0.15,28962.49,1602.18,475.19,UPI
ORD1291,2024-04-13,CUST244,Consumer,North,Furniture,Bookshelf,6,7809.87,0.05,44516.26,11861.18,127.91,UPI
ORD1292,2024-09-10,CUST315,Consumer,West,Stationery,Backpack,2,616.26,0.0,1232.52,439.5,499.83,Credit Card
ORD1293,2024-08-14,CUST102,Consumer,South,Clothing,Cap,6,2977.53,0.05,16971.92,2473.62,257.95,Net Banking
ORD1294,2024-04-21,CUST259,Consumer,West,Clothing,Sneakers,3,823.76,0.1,2224.15,749.38,390.29,Cash on Delivery
ORD1295,2025-05-24,CUST326,Home Office,Central,Electronics,Tablet,5,18063.37,0.1,81285.16,26017.25,21.05,UPI
ORD1296,2025-04-17,CUST368,Corporate,South,Clothing,T-Shirt,7,510.55,0.05,3395.16,692.57,446.6,Cash on Delivery
ORD1297,2024-04-08,CUST219,Corporate,West,Electronics,Headphones,1,42947.15,0.05,40799.79,12638.02,149.6,UPI
ORD1298,2024-06-01,CUST188,Home Office,North,Electronics,Tablet,7,15816.15,0.0,110713.05,26138.79,340.61,UPI
ORD1299,2024-12-03,CUST167,Corporate,Central,Furniture,Table Lamp,7,10633.86,0.0,74437.02,29974.96,407.05,Credit Card
ORD1300,2025-12-06,CUST197,Consumer,West,Clothing,Sneakers,5,1719.84,0.05,8169.24,2788.89,98.79,Net Banking
ORD1301,2024-06-11,CUST366,Consumer,Central,Electronics,Tablet,4,53696.21,0.0,214784.84,86559.53,232.4,Cash on Delivery
ORD1302,2025-12-20,CUST204,Consumer,North,Furniture,Bookshelf,3,11166.26,0.0,33498.78,5498.05,257.04,Net Banking
ORD1303,2025-11-11,CUST222,Corporate,North,Groceries,Rice 5kg,1,303.32,0.0,303.32,99.6,169.82,Credit Card
ORD1304,2024-06-09,CUST128,Consumer,South,Furniture,Office Chair,6,13821.4,0.1,74635.56,20635.41,251.24,Credit Card
ORD1305,2025-08-02,CUST236,Corporate,South,Furniture,Table Lamp,4,24129.51,0.0,96518.04,43021.89,172.42,UPI
ORD1306,2025-02-01,CUST294,Consumer,South,Electronics,Laptop,6,37245.77,0.15,189953.43,56756.91,193.16,UPI
ORD1307,2024-10-03,CUST325,Corporate,South,Stationery,Printer Paper,2,1180.9,0.1,2125.62,528.24,341.28,UPI
ORD1308,2025-05-18,CUST269,Corporate,North,Stationery,Marker Set,3,1017.27,0.1,2746.63,1005.42,323.64,Debit Card
ORD1309,2025-01-26,CUST108,Corporate,South,Stationery,Pen Set,4,91.36,0.1,328.9,71.91,131.49,Net Banking
ORD1310,2024-05-14,CUST139,Home Office,West,Furniture,Desk,4,16972.39,0.0,67889.56,21283.06,450.79,UPI
ORD1311,2024-07-13,CUST124,Corporate,East,Electronics,Tablet,6,18632.48,0.05,106205.14,18988.31,434.14,Credit Card
ORD1312,2025-02-04,CUST360,Home Office,North,Clothing,Jeans,1,2090.77,0.25,1568.08,4.31,264.36,Credit Card
ORD1313,2025-10-01,CUST325,Home Office,South,Furniture,Bookshelf,2,8064.61,,13709.84,2680.93,227.96,Net Banking
ORD1314,2024-02-02,CUST223,Corporate,North,Furniture,Sofa,6,9698.45,0.25,43643.02,7716.19,200.89,Cash on Delivery
ORD1315,2025-11-18,CUST137,Corporate,Central,Electronics,Smartphone,4,55543.79,,199957.64,29313.99,359.49,Net Banking
ORD1316,2025-04-04,CUST350,Consumer,North,Groceries,Snack Pack,3,389.3,0.0,1167.9,277.54,342.4,UPI
ORD1317,2025-04-14,CUST275,Consumer,West,Furniture,Desk,4,22041.56,0.0,88166.24,35620.14,114.17,Credit Card
ORD1318,2025-01-09,CUST189,Corporate,Central,Groceries,Spices Combo,5,142.64,0.1,641.88,53.9,342.3,Debit Card
ORD1319,2024-01-22,CUST136,Consumer,West,Groceries,Spices Combo,3,227.23,0.05,647.61,259.51,141.17,Debit Card
ORD1320,2025-10-31,CUST275,Consumer,West,Stationery,Pen Set,3,1032.88,0.0,3098.64,1343.23,28.91,UPI
ORD1321,2024-02-07,CUST383,Home Office,West,Electronics,Headphones,4,38572.25,0.15,131145.65,37614.87,355.62,Credit Card
ORD1322,2024-08-17,CUST180,Home Office,Central,Groceries,Beverage Crate,1,1146.13,0.05,1088.82,145.74,329.5,UPI
ORD1323,2024-12-30,CUST213,Corporate,East,Electronics,Headphones,3,14146.22,0.0,42438.66,12476.99,217.19,Cash on Delivery
ORD1324,2025-07-16,CUST139,Consumer,East,Stationery,Pen Set,5,667.65,0.15,2837.51,212.37,272.33,Net Banking
ORD1325,2025-03-13,CUST323,Consumer,East,Electronics,Smartphone,6,44758.71,0.15,228269.42,62209.34,474.64,Net Banking
ORD1326,2024-10-09,CUST214,Consumer,East,Furniture,Office Chair,1,16241.88,0.05,15429.79,4108.12,305.7,Credit Card
ORD1327,2024-01-27,CUST285,Consumer,East,Groceries,Beverage Crate,1,760.38,0.15,646.32,146.38,335.78,Credit Card
ORD1328,2024-08-13,CUST155,Consumer,East,Electronics,Headphones,1,57667.46,0.15,49017.34,2978.61,50.68,Credit Card
ORD1329,2024-10-03,CUST139,Consumer,North,Clothing,Cap,3,2463.7,0.05,7021.54,2906.31,99.68,Cash on Delivery
ORD1330,2025-08-31,CUST139,Home Office,North,Electronics,Laptop,1,54649.55,0.0,54649.55,20594.53,164.46,UPI
ORD1331,2024-10-10,CUST336,Corporate,North,Groceries,Spices Combo,4,1121.68,0.0,4486.72,1813.66,278.9,Net Banking
ORD1332,2025-04-25,CUST388,Consumer,South,Stationery,Printer Paper,1,895.78,0.05,850.99,127.42,392.76,Credit Card
ORD1333,2025-03-28,CUST361,Consumer,North,Stationery,Pen Set,5,142.02,0.0,710.1,219.94,174.2,Debit Card
ORD1334,2025-10-20,CUST315,Consumer,East,Groceries,Beverage Crate,2,603.25,0.25,904.88,95.0,191.06,Cash on Delivery
ORD1335,2025-05-30,CUST246,Consumer,South,Furniture,Office Chair,5,21671.68,0.15,92104.64,17895.95,142.95,Credit Card
ORD1336,2025-06-30,CUST267,Home Office,West,Furniture,Sofa,3,6966.19,0.15,17763.78,176.02,142.21,Cash on Delivery
ORD1337,2024-07-10,CUST191,Consumer,North,Stationery,Notebook Pack,1,182.83,0.25,137.12,-10.07,475.45,Credit Card
ORD1338,2024-02-18,CUST158,Consumer,South,Stationery,Marker Set,1,425.02,0.2,340.02,16.19,325.02,Credit Card
ORD1339,2025-05-26,CUST158,Consumer,West,Groceries,Spices Combo,4,408.61,0.0,1634.44,593.07,94.83,Credit Card
ORD1340,2024-01-17,CUST268,Consumer,East,Furniture,Office Chair,6,23244.27,0.0,139465.62,55848.74,366.68,Cash on Delivery
ORD1341,2024-06-20,CUST368,Corporate,North,Stationery,Backpack,1,1048.16,0.1,943.34,77.11,366.57,Cash on Delivery
ORD1342,2024-08-07,CUST144,Corporate,Central,Furniture,Office Chair,7,13242.56,0.05,88063.02,25313.7,339.91,UPI
ORD1343,2024-06-06,CUST280,Corporate,Central,Stationery,Pen Set,5,120.55,0.05,572.61,190.69,84.67,Net Banking
ORD1344,2025-04-21,CUST269,Consumer,South,Electronics,Tablet,3,43444.62,0.1,117300.47,27203.77,215.84,Net Banking
ORD1345,2024-02-15,CUST290,Corporate,South,Clothing,Jeans,2,2294.92,0.2,3671.87,-116.37,71.24,Cash on Delivery
ORD1346,2025-01-07,CUST254,Corporate,Central,Electronics,Tablet,1,58292.17,0.05,55377.56,16547.97,411.98,Credit Card
ORD1347,2025-06-01,CUST287,Home Office,East,Stationery,Marker Set,2,692.8,0.15,1177.76,181.8,334.48,UPI
ORD1348,2024-04-08,CUST106,Consumer,East,Clothing,Jacket,1,1376.46,0.0,1376.46,287.83,263.46,Net Banking
ORD1349,2024-02-06,CUST232,Consumer,West,Clothing,Jeans,3,1960.87,0.1,5294.35,1305.12,184.65,Credit Card
ORD1350,2024-10-06,CUST334,Corporate,South,Stationery,Pen Set,6,1176.15,0.0,7056.9,2681.18,108.44,UPI
ORD1351,2024-12-14,CUST144,Corporate,South,Stationery,Printer Paper,5,850.82,0.2,3403.28,-205.72,71.09,Net Banking
ORD1352,2025-05-11,CUST348,Consumer,South,Furniture,Sofa,3,17291.44,0.0,51874.32,8457.01,485.24,Credit Card
ORD1353,2024-10-28,CUST130,Consumer,West,Stationery,Pen Set,2,326.78,0.1,588.2,63.36,115.83,Debit Card
ORD1354,2024-06-29,CUST122,Consumer,East,Groceries,Rice 5kg,1,1141.04,0.0,1141.04,277.83,48.74,Credit Card
ORD1355,2025-08-29,CUST259,Home Office,West,Stationery,Printer Paper,2,912.81,0.0,1825.62,660.04,481.6,Debit Card
ORD1356,2024-04-08,CUST257,Consumer,South,Groceries,Cooking Oil,5,544.2,0.05,2584.95,342.78,283.5,Credit Card
ORD1357,2025-11-30,CUST138,Home Office,South,Stationery,Backpack,7,606.27,0.05,4031.7,1346.73,402.4,Credit Card
ORD1358,2024-04-25,CUST181,Consumer,East,Furniture,Bookshelf,3,8423.18,0.0,25269.54,5300.47,41.01,Credit Card
ORD1359,2024-07-09,CUST357,Home Office,West,Groceries,Spices Combo,2,462.19,0.0,924.38,161.33,292.13,Net Banking
ORD1360,2024-09-09,CUST305,Corporate,East,Electronics,Headphones,2,3501.97,0.1,6303.55,1184.36,211.14,Net Banking
ORD1361,2024-06-09,CUST176,Consumer,North,Groceries,Snack Pack,5,499.3,0.1,2246.85,272.33,390.54,Credit Card
ORD1362,2024-09-12,CUST111,Home Office,Central,Furniture,Table Lamp,7,14518.29,0.0,101628.03,21595.09,38.44,Credit Card
ORD1363,2024-11-18,CUST394,Consumer,North,Groceries,Beverage Crate,1,102.24,0.1,92.02,29.86,212.81,UPI
ORD1364,2024-05-07,CUST323,Home Office,Central,Stationery,Marker Set,7,375.7,0.0,2629.9,656.48,403.56,UPI
ORD1365,2024-01-18,CUST112,Corporate,North,Stationery,Marker Set,2,1063.62,0.05,2020.88,791.25,270.89,Net Banking
ORD1366,2025-07-19,CUST145,Consumer,West,Furniture,Sofa,5,15450.74,0.0,77253.7,22994.17,284.02,Credit Card
ORD1367,2025-07-23,CUST254,Corporate,North,Clothing,Cap,1,2245.16,0.1,2020.64,676.53,66.64,UPI
ORD1368,2024-11-18,CUST212,Home Office,Central,Stationery,Printer Paper,7,513.87,0.0,3597.09,1169.4,83.52,Net Banking
ORD1369,2025-11-16,CUST332,Consumer,East,Electronics,Smartphone,7,41235.38,0.25,216485.74,-14401.97,344.96,Debit Card
ORD1370,2025-09-17,CUST116,Corporate,North,Furniture,Table Lamp,7,5963.42,,41743.94,6422.29,344.02,Net Banking
ORD1371,2024-10-14,CUST322,Corporate,South,Groceries,Snack Pack,6,1246.25,0.0,7477.5,2651.61,489.97,Credit Card
ORD1372,2025-10-24,CUST287,Corporate,North,Groceries,Cooking Oil,1,263.36,0.0,263.36,76.48,361.74,Credit Card
ORD1373,2025-09-30,CUST262,Consumer,North,Electronics,Smartphone,7,40048.08,0.2,224269.25,27083.48,256.76,UPI
ORD1374,2024-06-03,CUST173,Consumer,Central,Stationery,Marker Set,6,442.32,0.1,2388.53,169.0,431.52,UPI
ORD1375,2025-05-04,CUST332,Consumer,East,Furniture,Desk,3,19066.55,0.1,51479.68,11807.43,70.15,Cash on Delivery
ORD1376,2025-01-20,CUST323,Corporate,West,Electronics,Tablet,5,33886.34,0.2,135545.36,6822.7,235.66,Net Banking
ORD1377,2024-04-13,CUST159,Consumer,East,Stationery,Backpack,7,570.21,0.2,3193.18,-105.92,157.81,UPI
ORD1378,2025-01-27,CUST321,Home Office,West,Furniture,Bookshelf,1,5481.43,,4933.29,1304.51,70.23,UPI
ORD1379,2024-09-02,CUST136,Consumer,North,Groceries,Spices Combo,6,991.55,0.0,5949.3,1067.09,386.48,UPI
ORD1380,2024-06-24,CUST377,Corporate,South,Furniture,Bookshelf,6,24407.09,0.15,124476.16,3626.38,265.18,Credit Card
ORD1381,2024-02-08,CUST295,Consumer,West,Clothing,Jacket,3,2941.93,0.0,8825.79,1507.46,287.25,Credit Card
ORD1382,2025-04-21,CUST341,Consumer,Central,Furniture,Office Chair,4,2910.19,0.1,10476.68,3129.8,217.4,UPI
ORD1383,2025-11-12,CUST318,Consumer,South,Clothing,Cap,5,1503.93,0.1,6767.68,1728.71,240.96,Credit Card
ORD1384,2025-06-21,CUST291,Consumer,South,Furniture,Table Lamp,4,23251.2,0.15,79054.08,3616.14,75.69,Credit Card
ORD1385,2025-02-11,CUST116,Corporate,East,Clothing,Jeans,1,1909.74,0.05,1814.25,558.12,343.0,Credit Card
ORD1386,2025-06-08,CUST111,Home Office,Central,Groceries,Snack Pack,5,1026.96,0.1,4621.32,872.53,227.57,Credit Card
ORD1387,2025-05-20,CUST292,Corporate,South,Stationery,Backpack,3,1099.49,0.25,2473.85,542.87,412.05,Credit Card
ORD1388,2024-02-05,CUST121,Home Office,South,Clothing,Jacket,1,3096.14,0.0,3096.14,1340.99,114.22,Net Banking
ORD1389,2025-11-15,CUST219,Home Office,Central,Clothing,Cap,5,1905.83,0.0,9529.15,3110.33,118.43,UPI
ORD1390,2024-01-20,CUST309,Corporate,North,Groceries,Beverage Crate,5,712.7,0.1,3207.15,628.33,329.96,UPI
ORD1391,2024-11-16,CUST369,Corporate,North,Clothing,Jacket,4,1387.02,0.25,4161.06,456.0,426.08,UPI
ORD1392,2025-05-26,CUST291,Corporate,East,Electronics,Headphones,1,43703.13,0.0,43703.13,12091.75,246.65,Debit Card
ORD1393,2025-02-03,CUST274,Consumer,Central,Groceries,Cooking Oil,3,501.78,0.0,1505.34,444.79,368.94,Credit Card
ORD1394,2025-10-15,CUST384,Corporate,South,Electronics,Laptop,3,16493.48,,49480.44,12087.47,499.68,UPI
ORD1395,2025-04-15,CUST303,Consumer,East,Groceries,Snack Pack,1,598.75,0.0,598.75,152.77,495.33,Credit Card
ORD1396,2024-05-22,CUST263,Corporate,East,Clothing,T-Shirt,1,867.09,0.2,693.67,106.41,377.28,UPI
ORD1397,2024-04-01,CUST350,Corporate,East,Electronics,Tablet,6,42316.95,0.1,228511.53,56493.49,375.0,Debit Card
ORD1398,2024-12-19,CUST326,Consumer,East,Clothing,Jeans,2,2271.97,0.1,4089.55,1398.48,138.86,Net Banking
ORD1399,2025-12-27,CUST106,Consumer,East,Groceries,Snack Pack,4,776.03,0.05,2948.91,763.7,420.1,Net Banking
ORD1400,2024-02-20,CUST128,Home Office,East,Clothing,Sneakers,1,1549.04,0.15,1316.68,191.84,214.45,UPI
ORD1401,2025-10-26,CUST132,Corporate,East,Electronics,Laptop,1,54725.63,0.0,54725.63,16803.68,481.76,Net Banking
ORD1402,2025-11-28,CUST233,Consumer,East,Electronics,Smartphone,2,3689.18,0.05,7009.44,2230.39,59.09,Credit Card
ORD1403,2025-07-28,CUST178,Corporate,East,Clothing,Jacket,2,2761.14,0.05,5246.17,1013.37,229.2,UPI
ORD1404,2024-07-08,CUST157,Corporate,Central,Furniture,Office Chair,5,22694.87,0.0,113474.35,48521.8,286.8,UPI
ORD1405,2024-05-04,CUST125,Consumer,North,Groceries,Snack Pack,7,724.9,0.05,4820.58,637.67,214.47,UPI
ORD1406,2024-05-29,CUST325,Home Office,West,Groceries,Snack Pack,3,870.97,0.0,2612.91,1159.63,121.08,Credit Card
ORD1407,2024-11-09,CUST384,Corporate,Central,Clothing,Sneakers,4,3322.28,0.0,13289.12,2143.47,304.63,Cash on Delivery
ORD1408,2025-07-23,CUST103,Consumer,South,Furniture,Office Chair,5,6488.52,0.0,32442.6,10099.16,382.84,Credit Card
ORD1409,2024-12-07,CUST198,Corporate,East,Electronics,Headphones,1,32167.82,0.15,27342.65,5667.94,329.52,Credit Card
ORD1410,2024-10-31,CUST138,Home Office,South,Stationery,Printer Paper,2,595.93,0.0,1191.86,444.64,132.54,UPI
ORD1411,2025-11-22,CUST370,Consumer,North,Stationery,Backpack,6,347.15,0.2,1666.32,514.43,371.17,Credit Card
ORD1412,2025-11-12,CUST384,Consumer,South,Clothing,Jacket,3,2919.5,0.0,8758.5,3219.3,143.31,Net Banking
ORD1413,2024-02-23,CUST256,Consumer,North,Furniture,Desk,5,22640.61,0.15,96222.59,30245.59,104.1,UPI
ORD1414,2025-03-19,CUST174,Corporate,South,Furniture,Bookshelf,6,19875.42,0.2,95402.02,6207.54,351.52,Net Banking
ORD1415,2025-09-04,CUST387,Corporate,West,Groceries,Cooking Oil,3,373.5,0.2,896.4,172.87,424.54,UPI
ORD1416,2024-09-20,CUST229,Corporate,South,Electronics,Smartwatch,7,7031.42,0.15,41836.95,3437.83,251.14,Net Banking
ORD1417,2024-02-22,CUST274,Home Office,West,Furniture,Table Lamp,7,15727.95,0.0,110095.65,42708.87,275.07,Cash on Delivery
ORD1418,2025-07-25,CUST183,Corporate,East,Stationery,Pen Set,6,115.66,0.0,693.96,124.86,165.32,UPI
ORD1419,2025-09-11,CUST121,Consumer,Central,Electronics,Tablet,2,41023.9,0.05,77945.41,19946.28,257.42,UPI
